,index,번호,제목,평점,감상평
4843,5,18134681,범죄도시2,10,영화관에서 봤는데 개잼씀 시간 진짜 순삭..
4844,6,18134680,범죄도시2,10,개꿀잼 마동석은 항상 이런 연기만해도 하나도 안질린다
4845,0,18134679,브로커,10,아무도 모르지만 그렇게 어느 가족이 된다.
4846,1,18134678,브로커,4,이 영화로 상을 받게 된 송강호 배우님이 안타깝다. 그렇게 좋은 연기와 작품을 쌓아서 한국 최초의 칸 남우주연상 수상인데 하필 '브로커'라는 이름으로;;
4847,2,18134677,브로커,6,"배우와 배경이 한국인 전형적인 일본영화..등장인물들 캐릭터 설정, 이야기 흐름, 일본영화 특유의 열린결말 모든게 일본 영화다웠습니다."
4848,3,18134675,범죄도시2,10,연기 진짜 미쳤음보는 내내 전혀 지루하지도 않고몰입해서 봄
4849,4,18134674,브로커,2,딱히 기억에 남는게 없어요. 그냥 일본영화느낌인데 배우와 장소만 바뀐듯한 ~관점의 차이겠지만 우리 배우들이 아깝네요.
4850,5,18134672,브로커,2,일본식으로 재미없게 만들었나보군 예고편도졸음이ㅜ
4851,6,18134671,범죄도시,10,범죄도시 2..구씨를 보러가기전..호기심에 1을 이제서야 봄..오메..우블에 인석이?순대국집 싸장님도 나왔었네~^^잔인하긴 한데..못볼 정도는 아니고..질질끄는 감정씬도 없어 좋고..다만 내안의 잠재된 폭력성이 나도 있던건지..동석씨처럼 주먹으로 재압한번 해보고프네..세상을 ㅎ
4852,7,18134670,브로커,1,코잼... 영화보다가 코~~~잠
4853,8,18134669,역모 - 반란의 시대,2,홍수아 연기 실화냐????
4854,0,18134668,브로커,6,엔딩 크레딧 올라가는데배두나 doonabae라고 영어자막 나와서 엥?
4855,1,18134667,브로커,1,고레에다 히로카즈와 아이유 팬이어서 엄청 기대했는데 지금까지 본 영화 중 제일 별로였음
4856,2,18134666,브로커,1,아주 최악 이에요 ^^ 절대 보지 마세요
4857,3,18134665,범죄도시2,10,1편을 보완해서 더 재밌었어요 계속 보고싶은 영화
4858,4,18134664,범죄도시2,10,진짜 간만에 꾸르르르ㅡ르르를잼~~!
4859,5,18134663,미드나이트,4,스토리가 너무 엉성하다...어거지야
4860,6,18134661,브로커,1,1. 억지 감동포인트 너무 많아서 항마력딸림2. 아이유 역할이랑 너무 안 어울림3. 범죄미화사람들이 왜 중간에 그렇게 나간지 알겠음
4861,7,18134662,브로커,2,기대안했는데도 그 기대 이하네요.. 지루하고 억지감정 ㅠㅠ
4862,8,18134660,유체이탈자,4,여주는 대체 왜 살려두는거임? 지 돈줄 백 팀 다 죽이는 악역이 이 악물고 여주는 끝까지 살려주는 부분 부터 심하게 노잼
4863,9,18134659,인터셉터,2,정말이지 쓰레기영화였다는.말이 되는게 하나도 없는.
4864,0,18134658,캐시트럭,10,두번째 다시 보니 더 재미남. 그리고 색다른 연출과 음악도 좋음
4865,1,18134657,쥬라기 월드: 도미니언,8,전편을 본지 오래돼서 스토리가 기억이 아예 안 나는 상태로 봤어요. 그 블루인가 아기공룡이 귀엽다는것만 기억에 남네요 굿~
4866,2,18134656,태양의 제국,10,내 인생 최대작임...
4867,3,18134655,브로커,2,진짜 참다참다 30분만에 나왔습니다
4868,4,18134654,브로커,1,귀한 재료로 이도 저도 아닌 잡탕 만들었다….내가 아이유 팬인데….이거 유애나 아니면 아무도 안 볼 영화
4869,5,18134652,브로커,3,그래서 뭘 말하고 싶은 걸까
4870,6,18134651,쥬라기 월드: 도미니언,8,"나는 꽤나 재밌게 봤는데..하고 싶은 말은... ""쥬라기 시리즈야 1편의 전율을 돌려주렴."""
4871,7,18134650,더 프레지던트,8,거리 두고 볼만한 정치 영화
4872,8,18134649,터미네이터 2:오리지널,10,정말 최고의 영화 씨지에 입딱 벌어지고 내용에 더 감탄 마지막엔 감동까지 이거와 쥬리기공원1은 길이길이 역사에 남을 영화
4873,0,18134647,브로커,1,진짜진짜진짜 재미없다
4874,1,18134646,범죄도시2,10,너무 재미있게 봤어요. 그냥 시원시원한 액션이라서 좋았어요
4875,2,18134645,그대가 조국,10,악마 같은 검찰의 무서움을 보여주는 영화
4876,3,18134644,쥬라기 월드: 도미니언,6,"쥬라기시리즈중 최악쥬라기를 사랑하는 사람으로 기대를 많이해서 그랬는지 뜬금없는 메뚜기,전작의 주연들 모두의 부조화들이 지루함과 잠을 불러 쥬라기시리즈 관람중 처음으로 나도 모르게 졸았다.공룡들아 미안타!"
4877,4,18134643,브로커,9,진짜 영화는 재밌었는데 결말이아쉬웠음ㅠㅠ
4878,5,18134642,브로커,10,"영상이 현란한 요즘 영화들 같지는 않지만 각 인물들의 관점에서 세상을 바라볼 때 눈물이 맺혀지는 영화...오랜만에 안타깝기도 하고, 마음도 아프고, 따뜻한 느낌의 영화를 봤네요"
4879,6,18134640,뮤리엘의 웨딩,10,거의 30년전 영화인데도 지금봐도 전혀 촌스럽지가 않네. 노래도 너무 좋고.
4880,7,18134641,그대가 조국,1,마냥 가소롭고 웃김. 이걸 돈 써서 만드니
4881,8,18134639,쥬라기 월드: 도미니언,2,그냥 구글에서 불법으로 보셈ㅋㅋㅋ돈 개아까움 개노잼ㅋㅋ
4882,9,18134638,범죄도시2,8,1편만큼은 아니지만 재밌게 봤어요
4883,0,18134635,브로커,6,브로커 꼭 보세요! 영화관 밖의 일상이 얼마나 소중한지 재미난지.... 알수잇음
4884,1,18134634,브로커,2,중간에 잠이들어 버렸다 깨고나서도 결말이 궁금하지도않고 빨리 끝나기만 기다렸다칸을 무시하기로 했다
4885,2,18134633,브로커,10,이해가 필요한 영화이니 자극적인 상업 영상물을 추구하는 이들은 마음에 들지 않을 것. 시궁창 같은 인생에서도 포착된 경관 하나하나들이 아름답다. 태어나 줘서 고마워.
4886,3,18134632,쥬라기 월드: 도미니언,8,평점이 워낙 안좋아서 기대없이 봤는데 생각보다 볼만했어요
4887,4,18134631,범죄도시2,10,믿고보는 범죄도시앞으로의 시리즈가 더 궁금해져요3번봤는데도 볼 때마다 재밌음
4888,5,18134630,인터셉터,1,뭐 이따구 영화를 순위에 올려놓고 그러는지. 쓰레기다.
4889,6,18134628,쥬라기 월드: 도미니언,6,지루하다예전에 느꼈던 놀라움은 이제 느낄 수 없다.
4890,0,18134627,브로커,1,진짜 재미 드럽게 없다 너무 없어서 영화 내내 잠만잠
4891,1,18134626,범죄도시2,10,모처럼 재미있는거 봤네요
4892,2,18134625,브로커,10,갬동적 전 또 볼꺼예요! 영화 취향 타긴 하다만 전 너무 재밌었어요
4893,3,18134624,브로커,2,영화관에서 처음으로 졸다가 나움
4894,4,18134622,니 부모 얼굴이 보고 싶다,10,스토리 탄탄하고 출연자 전부가 연기파 주연배우들. 감동과 각성을 하게 되는 영화이며 특히 아이돌이 안나와서 좋았다.
4895,5,18134621,브로커,1,초반: 어라 이게 뭐지 / 중반: 흠 저게 뭐지 / 후반: 도대체 뭐지 / 끝: 뭐야 이거
4896,6,18134620,그대가 조국,10,현시점 우리나라 사법부의 부정과 무능을 한번더 느꼈다.
4897,7,18134619,범죄도시2,10,속편이 이렇게 재밌는건 흔하지 않은데ㅋㅋㅋ앞으로 매해 시리즈 나왓음 좋겟네요ㅋㅋ
4898,8,18134618,브로커,10,배우들의 연기와 히로카즈 감독의 연출 빛나는 영화
4899,0,18134617,페르시아의 왕자: 시간의 모래,10,시간이 지나고 또 봐도 넘 잼있는~♡
4900,1,18134616,쥬라기 공원,10,지금봐도 최고임 그 쫄깃함 못잊음 공룡도최고지만 우선 줄거리자체가 잼남
4901,2,18134615,브로커,8,태어나줘서 고맙다는 말을 나는 언제 들었더라.
4902,3,18134614,이공삼칠,2,사회문제를 담은 스토리를 급전개로 표현해 아쉬움.주조연 배우들의 연기가 아까울만큼 스토리전개 플롯 부족.주조연 배우 이외에 배우들의 연기 부족.메세지는 좋은 취지이나 감독역량부족인듯..아쉽..
4903,4,18134613,그대가 조국,10,우리는 조국보다는 장경욱인거 같습니다. 억울하고 분하고 원통한데 그걸 가슴에 쌓고 그 울분으로 울어야 하는조국 교수님 부디 이겨내시고 긴 터널 끝이 밝은 세상이길 기원합니다.
4904,5,18134612,더 킹,1,"출연진은 짱짱, 내용은 지겨움... 평점에 속아 지겹게 마지막까지 본 영화 입니다."
4905,6,18134609,브로커,1,연기는 다들 잘 합니다..하지만 너무 지루하고 루즈해용
4906,7,18134610,닥터 스트레인지: 대혼돈의 멀티버스,2,감독넘별로멀티버스도 앞뒤안맞고 진짜넘실망 ㅠ
4907,8,18134607,브로커,1,재미없어요.. 칸 어떻게 갔죠...
4908,0,18134607,브로커,1,재미없어요.. 칸 어떻게 갔죠...
4909,1,18134608,자산어보,10,오랫만에 작품성있는 영화를본거같아 좋았습니다깊은여운이있고 멋진풍경으로 힐링되는시간인거같아 흐뭇하고 좋았습니다 흑백의 풍경이 처음엔 낮설었지만 보면볼수록 편해지더군요 촬영지는아니지만 꼭 한번 흑산도를 가고싶게말이지요~
4910,2,18134606,범죄도시2,10,"범죄도시1편보다 재밌다처음부터 끝까지 잔인하게 재미있었던 영화오랜만에 아무생각없이 웃다가 나왔는데집에와서 아..실화를 모티브했다라는걸 깨달고다시한번 소름,1년에 1편씩 나왔으면 좋겠는 범죄도시시리즈"
4911,3,18134605,나우 유 씨 미 : 마술사기단,10,시간 가는 줄 모르고 봤다. 인생영화
4912,4,18134603,범죄의 재구성,10,한국형 케이퍼무비의 조상
4913,5,18134602,쥬라기 월드: 도미니언,4,하... 너무 기대했나..
4914,6,18134600,범죄도시2,9,재밌어요 천만영화 급인지는 모르겠네요
4915,7,18134599,고스트버스터즈 라이즈,6,굳이 같은 것으로 또 해먹었어야 했었~냐! 세상에 유령이 걔네들밖에 없더냐!
4916,0,18134598,브로커,1,"진짜,, 너무 기대가 컸나봄.공짜로 봐서 그나마 안 아까웠지 내 돈 다주고 봤음 어휴..주인공 네임벨류만 번지르르하고 진짜 내용 알맹이는 하나도 없음."
4917,1,18134597,범죄도시2,10,개그랑 액션에 조화가 최고였습니다.
4918,2,18134596,유체이탈자,10,별 기대없이 킬링타임용으로 봤는데 생각보다 너무 재밌네요 액션 굳 스토리도 굳
4919,3,18134595,쥬라기 월드: 도미니언,2,늘 똑같은 클리셰 덩어리 영화
4920,4,18134594,형사 Duelist,6,"끝까지 본 내가 장하다! 빠른 화면, 영상미 ,액션, 강동원의 미모 좋은데 내용은 …"
4921,5,18134593,그대가 조국,10,답답하고 먹먹해도 똑똑히 기억하고자 참아야 했습니다.
4922,6,18134592,범죄도시2,10,3번봤어요 3도 기대됩니당
4923,7,18134591,브로커,2,이배우들 가지고 이런영화와 각본이라니 화남 매우
4924,8,18134590,브로커,1,쓸데없는 장면이 너무 자주나옴배우들의 연기력이 아까운영화처음으로 영화보다 졸뻔함
4925,9,18134589,인터셉터,1,이게왜추천작뜨는거야ㅡㅡ
4926,0,18134587,브로커,1,아이유땜에 보러왔는데.. 노재미네요심지어 지금 보면서 쓰고 있어요 ㅜㅜ
4927,1,18134586,달려라 자전거,10,잔잔하고 풋풋한 첫사랑
4928,2,18134585,범죄도시2,10,절라 잼있어요 꼭보세요
4929,3,18134584,브로커,10,따뜻하다. 감독의 데뷔작 환상의 빛 처럼. 대사가 중간 중간 안들리는데도 그 대사가 궁금하지 않다. 그러나 OTT나옴 자막으로 보고싶네요.
4930,4,18134583,닥터 스트레인지: 대혼돈의 멀티버스,6,개인적으로 좀 유치하고 뻔한 클리셰의 연속이었음
4931,5,18134582,조 블랙의 사랑,10,좋아요.가끔챙겨솨요
4932,6,18134581,범죄도시2,10,시원한 액션과 깔끔한 연기가 좋았다.
4933,7,18134580,천국의 우편배달부,10,팬심으로 본건데 영상미도 좋고 내용도 좋았다 잔잔하고 재미짐
4934,8,18134579,범죄도시2,10,오랜만에 재밌게 봤습니다
4935,9,18134578,남극의 쉐프,10,여러학자. 팀워크. 남극. 그리고 맛있고 즐거운 음식들. 고독한 미식가의 재림이라해도 과언이 아니였다. 일본영화를 좋아하지는 않지만 아주 재밌게 봤다.
4936,0,18134576,리버 와일드,9,옛날영화임에도 쫄깃하다!
4937,1,18134575,인터셉터,1,0점도 아까운 클릭하는 것도 인생낭비인 폐기물
4938,2,18134574,범죄도시2,6,기대가 커서인지 반전도 예상을 넘지 못하고 수사방식도 새롭지 않은 영화...유머코드도 평이합니다 당분간 극장가지 않으려고요ㅠ
4939,3,18134573,브로커,8,"너무 무겁지도 가볍지도 않은 영화. 아무 생각 없이 볼 수도, 여러 생각을 하면서 볼 수도 있는 영화."
4940,4,18134572,브로커,1,배우가 아깝다..스토리 노잼
4941,5,18134571,인터셉터,8,킬링타임용으로 볼만한 영화 액션 좋아하는 스릴러까진 아니지만 액션신 볼만하고 주인공이 너무 매력있어용
4942,6,18134570,브로커,1,노잼….지루해요사실 기생충도 뭔 스토리인지 몰랐는데 이거도…..
4943,7,18134569,프로포즈,8,적당한 코미디와 스토리. 나중에 다시보게 되도 재밌게 볼 수 있을 것 같은 영화
4944,0,18134567,브로커,1,존나 재미없음. 억지로 시간만 채우는 느낌
4945,1,18134566,쥬라기 월드: 도미니언,10,예전 시리즈 배우들 등장했을 때 너무 반가웠어요 여러 장면들이 몰입감 있어서 아직도 기억에 남네요 4DX 정말 추천드립니다
4946,2,18134565,조작된 도시,10,칸에 가야할 영화네요~진짜 스토리 독보적이예요~ 진짜 적극추천드려요~
4947,3,18134564,백악관 최후의 날,1,최악. 한국대통령을 총리로 표현하질 않나 동해를 일본해라고 하질 않나 한국어는 어색한 더빙에 억양도 전혀 북한 억양이 아니고 미군이 쓰는 용어도 실제 미군에서쓰는 표현이 아님
4948,4,18134562,범죄도시2,10,범죄도시2 축하드립니다 손석구오빠 연기도 잘해요 멋지네요 마동석배우 귀여워용
4949,5,18134560,브로커,7,고레에다히로카즈 영화를 본 사람이라면....익숙함을 느낌...어느가족2??!!!
4950,6,18134559,싱크로닉,4,진정한 팬은 끝까지 본다?... No!난 끝을 봄..내 인내심을... ㅋ
4951,7,18134558,시티즌포,8,진실과정의라는대의로뭉친4명의시민들.오만한천조국에경종을울림.
4952,8,18134557,브로커,1,연기 잘하는 배우만 좋은 영화..영화 보면서 집가고 싶어서 힘들었음영화보면서 딱 한번 웃었음
4953,0,18134556,애프터 양,10,올해 극장에서 본 영화 중 최고였어요
4954,1,18134555,범죄도시2,10,더 좋은건 1편 안봐도 구지 내용이 이해가 안가는게 없다는거 극 흐름을 보면 아 저사람 1에더 나왔다 보네 싶고…. 1 안본 사람들 못일아 먹는 불친절한 영화가 아니라 더 좋음
4955,2,18134554,브로커,1,배우들 믿고 영화봤는데 이런 영화 누가 상줌?ㅋㅋㅋ진짜 돈이 아까운 영화
4956,3,18134553,브로커,10,이지은 배우님 연기 너무 좋다
4957,4,18134552,니 부모 얼굴이 보고 싶다,10,영화를 본 후 왜 화가 사그러들지를 않지?
4958,5,18134551,브로커,6,기대이하였습니다~~~전작에 비해서 그닥 연기력도 평범하고...소재도 새롭지 않고....지루함
4959,6,18134550,브로커,1,개인적으로 지루했습니다.
4960,7,18134549,그대가 조국,1,대깨 정신병자들이 스크린에 집중해 있는 것을 보니 무서울 지경이었다.
4961,8,18134547,인터스텔라,10,그냥 한마디로 경이롭다 몇번이고 더 볼거임 볼 때마다 깨달음을 얻을듯해요
4962,0,18134546,우리들의 헤어진 여자친구,10,현실이 감성을 넘어선 영화.
4963,1,18134545,브로커,1,감동도 없고 재미도 없고 교훈도 없는영화ㅠ 기승전결이 없어서 영화가 어떻게 흘러가는지 모르겠던 시간이었습니다 강동원 얼굴이 젤 재밌음 아 잘잤다
4964,2,18134544,인터셉터,1,끝까지 다 본 내가 ㅂㅅ이다
4965,3,18134543,범죄도시2,10,"영화를 영화관에서 연달아 2번 본 첫 작품. 첫번째는 마동석 때문에, 두번째는 손석구 때문에. 그래도 범죄도시3 나오면 또 바로 가서 볼 것 같아요."
4966,4,18134542,메소드,8,남자주인공 두명의 연기 정말 놀랐어요. 연기 진짜 잘해요.
4967,5,18134539,범죄도시2,10,캬 너무 재미있습니다 진짜 코로나때 나온영화중 당연 탑임
4968,6,18134538,브로커,1,아이유를 왜 넣냐...명배우 2명 두고...해외 진출할려고 너무 오바한듯
4969,7,18134537,브로커,8,단조롭고 지루하지만가족이란 무엇인지 태어나서 고맙다는 말에서반출생주의를 고찰할 수 있는 좋은 영화임
4970,0,18134536,쥬라기 월드: 도미니언,6,쓸데없는 말을 너무 많이한다.엔딩이 왜 코끼린지 설명해라티라노 기가노공룡이 도심에서 난리칠줄아랐는데섬에서 지들끼리 싸우다마네
4971,1,18134535,시민 노무현,10,청와대에서 참 외로웠던 대통령.. 시민들 곁에 있던 대통령 바보 노무현 그립습니다
4972,2,18134533,브로커,1,...뭐지...허허
4973,3,18134532,브로커,8,"와.. 정말 여우곡절 끝에 보러 갔는데다큐멘터리(?) 영화 같아요.. 기대 보다는 덜 재밌었고 송강호,아이유, 실은 정말 기대 를 많이 했던 강동원 얼굴 보러 간 것 같아요 !! 정말 아이유의 찰진 욕 멋졌습니다 ~~어떤 분은 15000 원 주고 보셨는데 저는 무료 관람권 2매 생겨서 봤는데 정말 후회가 되네요.. 그 15000 원 내신 거 그냥 저 혼자 보는건데 같이 보자고 돈 내지 말라고 할 걸 그랬네요 ㅠ"
4974,4,18134531,브로커,10,배우님들의 연기에 놀랐어요.
4975,5,18134529,범죄도시2,10,보통 속편은 재미없기 마련인데 마동석의 힘인가.. 정말 재미나게 봄강추합니다.
4976,6,18134528,범죄도시2,10,너무 재밌음 말이 필요없네요
4977,7,18134527,범죄도시2,10,역시 믿고보는 마동석그의 타격감은 역시 남다르다
4978,0,18134526,인터셉터,1,이따위가 넷플릭스 영화시청순 1위라고?
4979,1,18134525,섹스 앤 더 시티 2,8,삶에 있어서 답답할 때. 하지만 영악한 것과 옳고 그름 그리고 개개인의 이해 가치에 대해 생각해볼 필요는 있는 듯. 그리고 영화 제작자들은 배우들의 인성을 먼저 걸러주길.
4980,2,18134524,브로커,4,그냥 그러함.나갈뻔한건 나만 아니니듯
4981,3,18134522,브로커,8,먹먹한 영화 보실라면 추천
4982,4,18134520,나이트 폴,10,사랑에 아픈 스토리이지만주제는 사랑을 진행하고 경험하며산다는게 진정으로 값진 것이라고말하네요~
4983,5,18134519,브로커,6,고레에다 감독님 전작에 비해 연출력과 스토리가 약해서 기대치에 비해 많이 아쉽네요
4984,6,18134518,쥬라기 월드: 도미니언,7,"아이들보기에 딱 좋았는데 ,,,러닝타임 넘 길었네요 ㅠㅠ"
4985,7,18134516,브로커,1,보는 내내 잔영화 처음이에여 살면서
4986,8,18134515,브로커,10,이지은 연기 개잘함 ..
4987,0,18134514,애프터 양,10,"로봇의 감정에 대해선 한번도 생각을 해본 적이 없는데, 새로운 생각을 해볼 수 있었어요~ 감동적이에요!"
4988,1,18134513,쥬라기 월드: 도미니언,10,괜찮아요~ 볼만해요~
4989,2,18134512,브로커,10,최고다 감동적이다
4990,3,18134511,범죄도시2,10,손석구님 연기 정말 너무 잘해요.. 천만 미리 축하드립니다~~^^~♡
4991,4,18134510,범죄도시2,10,구씨는..강해상이었어?
4992,5,18134509,범죄도시2,10,첨부터 끝까지 지루할틈없이봤네요 3편도 기대합니다
4993,6,18134508,쉬즈 더 맨,8,재밌게 잘 봤습니다 여주가 연기를 잘하네요
4994,7,18134507,브로커,2,너무 지루해요.. 현실성떨어지고..
4995,8,18134506,브로커,1,배우들은 명품인데 내용이 너무 실망이에요..
4996,9,18134505,쥬라기 월드: 도미니언,8,어부바 아기 블루 너무 귀여워요
4997,0,18134504,브로커,7,일본영화로 나왔다면 고레에다 감독이 의도한 바가 좀 더 녹아들고 공감대를 형성할 수 있었겠지만 한국배우와 한국의 사회적 배경에 그것이 조금 이질적이고 겉도는 느낌이들어 아쉬웠음 극중후반이 지날수록 인물들의 심리변화와 감정씬이 관전포인트
4998,1,18134502,그대가 조국,10,영화로 남으니.. 감사하다
4999,2,18134501,쥬라기 월드: 도미니언,10,아쉽긴 했지만 쥬라기 많이 좋아했어서 재밌게 본거 같아요
5000,3,18134500,브로커,10,여운이 깊게 남는 영화였습니다. 소영아 태어나줘서 고마워.
5001,4,18134499,엣지 오브 투모로우,10,"역시 믿고보는 탐형, 이런 타임루프영화 자주 나왔으면 좋겠다, 몇번을봐도 잼나네요"
5002,5,18134498,그대가 조국,2,OOOO 선동영화좌조무래기들은 조아할듯
5003,6,18134496,오마주,10,끝까지 살아남으려는 노력
5004,7,18134495,브로커,6,배우 이지은의 발견과 앞으로의 행보가 기대되는 영화.솔직히 스토리는 공감되지 않지만 나와 가족의 존재 의미를 되새겨 보게 되었답니다.
5005,8,18134494,브로커,2,아무리 명배우여도 못살리는 영화가 있다
5006,9,18134492,데드캠핑 더라이브,1,스토리는 1980년에 개봉된 내 무덤에 침을 뱉어라를 거의 그대로 베껴썼고 여전사 스타일은 안젤리나 졸리 툼레이더를 어설프게 흉내냈고 내용은 뭐가 뭔지 모르겠고.. 연기자들 연기는 그냥 보는 시간마저 아까울 정도고.. 뭐 더 깎아 내릴것도 없다.. 이것보다 더 거지 같은 영화도 있으니까.. 암튼 보는 시간 조차 아까우니까 니들은 그냥 보지마라.형 말 듣고 이거 안보는 사람이 승리자다!!
5007,0,18134490,더 배트맨,10,오랜만에 이게 배트맨이지 하고 느낌
5008,1,18134489,라라랜드,9,"3번봤을때 더좋은 우연히 들었을때 더좋은, 꿈이 있을때 더좋은, 사랑한뒤 더좋은,,,"
5009,2,18134488,범죄도시2,10,아...구씬대요...
5010,3,18134487,범죄도시2,8,타격감 리얼! 장첸 웨얼?
5011,4,18134486,범죄도시2,8,재밋고 시원해요 개인적으로는 1이 낫긴해요 그래도 볼만해요
5012,5,18134485,범죄도시2,10,전 개인적으로 1편보다 많이 웃다왔어요.
5013,6,18134484,그대가 조국,10,많은분들이 꼭 보셨으면 하는 바램입니다 진실이 꼭 밝혀지길 기대해 봅니다. 기필코 밝혀져야 합니다
5014,7,18134483,해피 투게더,10,역시 아름답지만 쓸쓸한 연기는 양조위 장국영
5015,8,18134482,브로커,2,도데체 이 영화스토리가 앞뒤 너무 개연성이 떨어지고 장면사이의 긴장감도 낮고 초반에 어수선한 전개로 ?어찌 칸에서 상을 받았는지 ㅠ졸려서 혼났슴
5016,0,18134481,브로커,7,송강호가 왜 상을 탔지??아이유가 훨씬 잘하더만...걍 신파 느낌이 너무 남.
5017,1,18134480,에놀라 홈즈,10,아.. 이게 페미니즘이구나..! 깨닫게 되는 영화
5018,2,18134479,옥자,10,옥자와 미자는 무슨 얘길 나눴을까 무거운 주제를 위트있게 풀어내는 천재성에 또 한번 감탄합니다
5019,3,18134478,녹색 광선,10,주인공이 자꾸 울어서 나도 슬프지만 마지막에 녹색광선을 보고 행복해짐 그리고 영화 속에서 노출이 자연스레 나와서 문화충격
5020,4,18134477,범죄도시2,10,넘 잼나네요 ㅠㅠ 한번더 보고싶어요
5021,5,18134476,브로커,2,칸 다녀온 유명배우들 다 나와서 봤는데 지루해서 잠이 왔어요. 끝부분에서 전달메시지를 느끼긴했어요. 시간이 아까웠지만 극장있는 자체가 힐링이란생각이 들어요.
5022,6,18134475,브로커,8,방금 보고 나옴. 이지은 찰진 욕 씬은 다시보고 싶다. 사람 이지은이 보여줄 수 있는 의외성 때문에 신선하고 강렬했음. 힘 안들어간 배우들 연기는 연출과 스토리와 너무 잘 맞아떨어짐. 절제된 절절함 때문에 절절함보다는 애잔함. (마지막에서 눈물은 났음) 덕분에 슬픈 감정이 터지지 않으면서 뭔가 아쉬움도 남는.. 너무 슬프지 않을까 했지만 생각보다 딥하진 않음. 가족이 아닌 사람들이 가족이 되는 과정도 딥하지 않게 담담하게 그려냄. 엔딩 크레딧 OST는 너무 좋음.
5023,7,18134474,조작된 도시,9,재미있음의미있음볼만함
5024,8,18134472,브로커,10,"잔잔한 영화는 즐기지 않지만 재미있게봤습니다. 후반부에서 엔딩 크레딧까지는 먹먹했어요. 세상에 나온 모든 이들에게 해주고 싶은 고레에다 감독님의 말, 따뜻한 시선 좋았습니다."
5025,0,18134471,방법: 재차의,4,"진부함,, 부산행도 스토리는 진부 했지만 좀비들로 인해 흥미진진 했는데 방법 은 전체적으로 지루하고 음향의 문제인지 대사들이 뭐라고 하는지 못알아듣겠고, 사무실에 앉아 의논 하는 씬인데 왜이리 화면이 흔들흔들하는지 멀미날것 같음요"
5026,1,18134470,범죄도시2,10,기승전결 딱딱딱 군더더기 없고 깔끔함 쓸데없는 감동이나 억지스러운 스토리 없어서 좋아요 아무 생각없이 보고 깔깔 웃으며 행복해지는 오락영화이자 강해상 연기가 넘 후덜덜한 액션 스릴러..? ㅎㅎ 아무튼 너무 재미있었고 손석구님 연기 너무 잘해서 감탄하면서 봤어요
5027,2,18134469,브로커,1,"최악. 취향에 안 맞아서 1, 2점 준다고? 그럴리가. 감정선을 전혀 따라갈 수 없는 캐릭터들을 잔뜩 내어놓는 이 영화를 어떻게 칭찬할 수 있는지가 더 의문이다. 표면적으로는 다양한 가족의 형태를 제시하고 있으나 그 내밀한 곳에는 편견과 차별이 자리하고 있단 걸 영화 내내 느꼈음. 대사도 번역을 한 건지 '우산이 있으면 되지 않을까' 같은 웹드라마식 유치뽕짝한 말들의 나열... 그가 제시하고 싶은 메세지는 무엇이었나? 결국 생명은 어떤 경우에도 지켜져야 한다? 최악이다."
5028,3,18134468,브로커,6,내용이 잔잔해서 중간 중간 졸았어요. 송강호배우님 연기는 디테일해서 너무멋졌어요. 영상미도 좋았구요
5029,4,18134467,애프터 양,7,생각할 거리가 많아지는 영화
5030,5,18134466,매스,10,연기가 너무 좋았어요
5031,6,18134464,쥬라기 월드: 도미니언,10,굿굿굿 저는 좋아요ㅎㅎㅎ
5032,7,18134462,브로커,2,노잼 .. 지루해서 시계 계속 봄
5033,8,18134460,브로커,8,"몰입해서 잘 보고 왔습니다 터널씬이랑 소영이가 침대에서 한마디씩 해주는 씬 , 송강호와 딸의 대화씬 , 아이 사산한 부부가 우성이를 수유할때 아이유가 쳐다보는 씬 너무 좋았습니다 평소 잔잔한 거 자주 보는 분들은 무난하게 보고 오실 거 같습니다 고레에다 대표작 급은 전혀 못되지만 그냥 보고 오실 정도는 됩니다"
5034,0,18134459,"괴물, 유령, 자유인",10,새로운 형식의 퀴어영화였어요. 분명 극영화인데 실험적인 부분이 있어서 새로웠어요. 이해하기 어려웠는데 트위터인가에서 후기 보니까 이해하려고 하지 말고 느끼라고 해서 그냥 내려놓고 봤더니 참 아름다운 영화라는 생각이 들었습니다. 무지개 세상이 여기에서!!
5035,1,18134458,브로커,6,아이유 연기와 음악이 돋보인 영화
5036,2,18134457,쥬라기 월드: 도미니언,7,마지막이라 하기에 여러모로 아쉬운 영화
5037,3,18134456,브로커,6,"엉성한 듯 면밀한 듯, 감정적인 듯 무미건조한 듯,따뜻한 듯 서늘한 듯, 양가적인 감정들의 저울질 속에서말하는 유사가족의 현실은 이런 것인거겠지."
5038,4,18134455,그대가 조국,10,처음 네이버 영화에 평점을 남기네요돈없고 집없고 빽없이 살아야 해도 조국같은 사람이 되고 싶어요. 그는 순교자 입니다정의에 지지않고 끝까지 저희를 위해 싸워주세요
5039,5,18134454,브로커,1,하암~~~ 잘 잤다~ 10자
5040,6,18134452,브로커,6,영상미가 대박이다 그러기에 영화관에서 봐도 사람 없을때 보세요 빌런들 때문에 존나빡침. + 고레에다 히로가즈 영화 정말 좋아함. 그런데 바닷마을 다이어리처럼 무언가 확고하게 말하고 있는게 없다는 느낌을 받음. 그래도 태어나줘서 고맙단건 확실하다
5041,7,18134451,브로커,2,비싼 배우들 섭외해서 뭐했나 싶네요. 지루하고 산만했음.여러가지 사회적 이슈가 되는 포인트를 장황하게 늘어놓기만하고 마무리도 이상함.
